TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.catalyte.training.hotel_room_booking.Controllers.RoomController,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,125,0.3,4,23,196,148565,1528237745210,0.7094594594594594,1111111111111111111111111111111000000011000000001111111111111110000000110011111111111111111111111111111111111101111111111111111100000001100000000000,0.7021276595744681,11111111111111101111110000000000011111111111100,0.9333333333333333,101111111111111,6,2,8,2,0.8918918918918919,1111111111111111111111111111111111111111111111011111111111111111101111111110000111111111111110111111110000011110111111111111011111101111111011111111,0.26666666666666666,000000010111000,1.0,11111111,0.625,11100110,0.7021276595744681,11111111111111110111110000000000011111111111100
